Provincia;Partido;Localidad;Link Indec;ADSL;CABLEMODEM;DIAL UP;FIBRA OPTICA;OTROS;SATELITAL;WIMAX;WIRELESS;Total general;
SALTA;Orá;Aguas Blancas;66126010; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 75 ; 76 ;
SALTA;Orá;Colonia Santa Rosa;66126020; -   ; 293 ; -   ; -   ; 100 ; 3 ; -   ; 85 ; 481 ;
SALTA;Orá;Hipólito Yrigoye;66126040; 507 ; 423 ; -   ; 250 ; 40 ; 1 ; -   ; 85 ; 1.306 ;
SALTA;Orá;Pichanal;66126060; 431 ; 97 ; -   ; 1 ; 103 ; 1 ; -   ; -   ; 633 ;
SALTA;Orá;San Ramón de la Nueva Or�;66126070; 3.524 ; 120 ; -   ; 3.118 ; 580 ; 3 ; -   ; -   ; 7.345 ;
SALTA;Orá;Urundel;66126080; -   ; -   ; -   ; 1 ; -   ; 2 ; -   ; 86 ; 89 ;
SALTA;Orá;El Tabacal;66126030; -   ; 1 ; -   ; 77 ; -   ; -   ; -   ; -   ; 78 ;
SALTA;OTROS;OTROS;Sin Datos; -   ; -   ; -   ; -   ; 16 ; -   ; -   ; -   ; 16 ;
SALTA;Rivadavia;Alto de la Sierra;66133010; -   ; -   ; -   ; 1 ; 3 ; -   ; -   ; 5 ; 9 ;
SALTA;Rivadavia;Capitán Juan Pag;66133020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 4 ; 4 ;
SALTA;Rivadavia;Coronel Juan Sol�;66133030; 30 ; -   ; -   ; 1 ; -   ; 2 ; -   ; 96 ; 129 ;
SALTA;Rivadavia;Los Blancos;66133050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 9 ; 9 ;
SALTA;Rivadavia;Pluma de Pato;66133060; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 6 ; 6 ;
SALTA;Rivadavia;Rivadavia;66133070; -   ; -   ; -   ; 1 ; -   ; 1 ; -   ; -   ; 2 ;
SALTA;Rivadavia;Santa Marí;66133080; -   ; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; 5 ;
SALTA;Rivadavia;Santa Victoria Este;66133100; 18 ; -   ; -   ; 1 ; 10 ; 1 ; -   ; 41 ; 71 ;
SALTA;Rosario de la Frontera;Antilla;66140010; -   ; -   ; -   ; 1 ; -   ; 1 ; -   ; -   ; 2 ;
SALTA;Rosario de la Frontera;El Potrero;66140040; -   ; -   ; -   ; 1 ; -   ; 1 ; -   ; -   ; 2 ;
SALTA;Rosario de la Frontera;Rosario de la Frontera;66140050; 2.282 ; 404 ; -   ; 3 ; -   ; 1 ; -   ; 175 ; 2.865 ;
SALTA;Rosario de la Frontera;Copo Quile;66140020; -   ; -   ; -   ; 35 ; -   ; -   ; -   ; -   ; 35 ;
SALTA;Rosario de la Frontera;El Naranjo;66140030; -   ; -   ; -   ; 39 ; -   ; 2 ; -   ; -   ; 41 ;
SALTA;Rosario de Lerma;Campo Quijano;66147010; 212 ; -   ; -   ; 360 ; -   ; 3 ; -   ; 153 ; 728 ;
SALTA;Rosario de Lerma;La Silleta;66147020; 103 ; -   ; -   ; 220 ; -   ; 1 ; -   ; 78 ; 402 ;
SALTA;Rosario de Lerma;Rosario de Lerma;66147030; 1.194 ; 403 ; -   ; 2.602 ; 10 ; 1 ; -   ; 23 ; 4.233 ;
SALTA;Rosario de Lerma;La Merced Del Encó;66147015; -   ; -   ; -   ; 175 ; -   ; -   ; -   ; 82 ; 257 ;
SALTA;San Carlos;Angastaco;66154010; -   ; -   ; -   ; 7 ; -   ; -   ; -   ; 39 ; 46 ;
SALTA;San Carlos;Animan�;66154020; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 51 ; 52 ;
SALTA;San Carlos;El Barrial;66154030; -   ; -   ; -   ; -   ; 400 ; -   ; -   ; -   ; 400 ;
SALTA;San Carlos;San Carlos;66154040; -   ; -   ; -   ; 1 ; -   ; 2 ; -   ; 94 ; 97 ;
SALTA;Santa Victoria;Campo La Cruz;66161020; -   ; -   ; -   ; -   ; 50 ; -   ; -   ; -   ; 50 ;
SALTA;Santa Victoria;Los Toldos;66161030; -   ; -   ; -   ; 2 ; -   ; -   ; -   ; 41 ; 43 ;
SALTA;Santa Victoria;Nazareno;66161040; -   ; -   ; -   ; 61 ; 135 ; -   ; -   ; -   ; 196 ;
SALTA;Santa Victoria;Poscaya;66161050; -   ; -   ; -   ; -   ; 30 ; -   ; -   ; -   ; 30 ;
SALTA;Santa Victoria;San Marcos;66161060; -   ; -   ; -   ; -   ; 30 ; -   ; -   ; -   ; 30 ;
SALTA;Santa Victoria;Santa Victoria;66161070; -   ; -   ; -   ; 74 ; -   ; 5 ; -   ; 200 ; 279 ;
SALTA;Santa Victoria;Acoyte;66161010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 10 ; 10 ;
SAN JUAN;25 de Mayo;Villa Santa Rosa;70126050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 54 ; 54 ;
SAN JUAN;25 de Mayo;Tupel�;70126020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 60 ; 60 ;
SAN JUAN;25 de Mayo;Villa Borjas - La Chimbera;70126030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 80 ; 80 ;
SAN JUAN;25 de Mayo;Villa Borjas;70126010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 6 ; 6 ;
SAN JUAN;9 de Julio;9 de Julio;70063040; -   ; -   ; -   ; 125 ; -   ; 1 ; -   ; 116 ; 242 ;
SAN JUAN;9 de Julio;Colonia Fiorito;70063020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5 ; 5 ;
SAN JUAN;9 de Julio;Las Chacritas;70063030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 99 ; 99 ;
SAN JUAN;9 de Julio;OTROS;Sin Datos; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
SAN JUAN;9 de Julio;Alto de Sierra;70063010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5 ; 5 ;
SAN JUAN;Albardó;El Rincó;70007010; 509 ; -   ; 5 ; -   ; -   ; -   ; -   ; 10 ; 524 ;
SAN JUAN;Albardó;OTROS;Sin Datos; -   ; -   ; -   ; -   ; 300 ; -   ; -   ; -   ; 300 ;
SAN JUAN;Albardó;Villa General San Martín - Campo Afuer;70007020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 180 ; 180 ;
SAN JUAN;Albardó;Villa General San Martin;70007010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 24 ; 24 ;
SAN JUAN;Angaco;OTROS;Sin Datos; -   ; -   ; -   ; -   ; 72 ; -   ; -   ; -   ; 72 ;
SAN JUAN;Angaco;Villa El Salvador - Villa Sefair;70014020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 93 ; 93 ;
SAN JUAN;Angaco;Villa El Salvador;70014010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 30 ; 30 ;
SAN JUAN;Calingasta;Barreal - Villa Pituil;70021010; -   ; -   ; 1 ; -   ; -   ; -   ; -   ; 1.294 ; 1.295 ;
SAN JUAN;Calingasta;Calingasta;70021020; -   ; -   ; -   ; -   ; -   ; 5 ; -   ; 370 ; 375 ;
SAN JUAN;Calingasta;Tambería;70021030; -   ; -   ; 1 ; -   ; -   ; -   ; -   ; 130 ; 131 ;
SAN JUAN;Calingasta;Barreal;70021020; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
SAN JUAN;Capital;San Juan;70028010; 12.814 ; 22.913 ; 227 ; 10.783 ; 3.576 ; 5 ; -   ; 6.732 ; 57.050 ;
SAN JUAN;Caucete;Bermejo;70035010; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
SAN JUAN;Caucete;Caucete;70035020; 1.006 ; -   ; -   ; -   ; 2.500 ; -   ; -   ; 514 ; 4.020 ;
SAN JUAN;Caucete;Vallecito;70035070; -   ; -   ; -   ; -   ; 250 ; -   ; -   ; 4 ; 254 ;
SAN JUAN;Caucete;Villa Independencia;70035080; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 12 ; 12 ;
SAN JUAN;Chimbas;Chimbas;70042010; 2.944 ; -   ; 6 ; 942 ; -   ; -   ; -   ; 1.947 ; 5.839 ;
SAN JUAN;Chimbas;Villa Paula Albarracin;70042010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 83 ; 83 ;
SAN JUAN;Iglesia;Angualasto;70049010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 38 ; 38 ;
SAN JUAN;Iglesia;Bella Vista;70049020; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; 43 ; 45 ;
SAN JUAN;Iglesia;Iglesia;70049030; -   ; -   ; -   ; -   ; -   ; 21 ; -   ; 79 ; 100 ;
SAN JUAN;Iglesia;Las Flores;70049040; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; 111 ; 113 ;
SAN JUAN;Iglesia;Pismanta;70049050; -   ; -   ; -   ; -   ; -   ; 3 ; -   ; 18 ; 21 ;
SAN JUAN;Iglesia;Rodeo;70049060; -   ; -   ; -   ; -   ; 10 ; -   ; -   ; 472 ; 482 ;
SAN JUAN;Iglesia;Tudcum;70049070; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 89 ; 90 ;
SAN JUAN;Jácha;San Isidro;70056070; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 97 ; 97 ;
SAN JUAN;Jácha;San José de Jách;70056080; -   ; -   ; 1 ; 381 ; -   ; 3 ; -   ; 711 ; 1.096 ;
SAN JUAN;Jácha;Tambería;70056090; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 62 ; 62 ;
SAN JUAN;Jácha;Villa Mercedes;70056110; -   ; -   ; -   ; -   ; -   ; 8 ; -   ; 170 ; 178 ;
SAN JUAN;Jácha;Gran China;70056020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 82 ; 82 ;
SAN JUAN;Jácha;Huaco;70056030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 109 ; 109 ;
SAN JUAN;Jácha;Pampa Vieja;70056060; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 86 ; 86 ;
SAN JUAN;Jácha;El Médan;70056010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 25 ; 25 ;
SAN JUAN;Jácha;Mogna;70056040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5 ; 5 ;
SAN JUAN;Jácha;Niquivil;70056050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 25 ; 25 ;
SAN JUAN;Jácha;Villa Malvinas Argentinas;70056100; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 25 ; 25 ;
SAN JUAN;OTROS;OTROS;Sin Datos; -   ; -   ; -   ; -   ; 454 ; -   ; -   ; -   ; 454 ;
SAN JUAN;Pocito;Villa Aberastain - La Rinconada;70070040; 549 ; -   ; 4 ; -   ; -   ; 1 ; -   ; 199 ; 753 ;
SAN JUAN;Pocito;Villa Centenario;70070060; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 56 ; 56 ;
SAN JUAN;Pocito;Villa Barbosa - Villa Nacusi;70070050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 98 ; 98 ;
SAN JUAN;Pocito;Quinto Cuartel;70070030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 124 ; 124 ;
SAN JUAN;Pocito;Villa Aberastain;70070010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 10 ; 10 ;
SAN JUAN;Pocito;Barrio Ruta 40;70070010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 14 ; 14 ;
SAN JUAN;Pocito;Carpinterí;70070020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 14 ; 14 ;
SAN JUAN;Rawson;Rawson;70077010; 16.318 ; -   ; 12 ; -   ; -   ; 4 ; -   ; 987 ; 17.321 ;
SAN JUAN;Rawson;Villa Krause;70077020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 271 ; 271 ;
SAN JUAN;Rawson;El Medanito;70077010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 32 ; 32 ;
SAN JUAN;Rawson;Villa Bolaño;70077020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 313 ; 313 ;
SAN JUAN;Rivadavia;Rivadavia;70084010; 2.028 ; -   ; 12 ; 132 ; 15 ; 1 ; -   ; 2.196 ; 4.384 ;
SAN JUAN;San Martí;San Isidro (Est. Los Angacos);70091030; 2 ; -   ; -   ; -   ; -   ; -   ; -   ; 4 ; 6 ;
SAN JUAN;San Martí;Villa San Martí;70091070; -   ; -   ; -   ; -   ; 210 ; 1 ; -   ; 20 ; 231 ;
SAN JUAN;San Martí;Villa Don Bosco (Est. Angaco Sud);70091060; -   ; -   ; -   ; 3 ; -   ; -   ; -   ; 73 ; 76 ;
SAN JUAN;San Martí;Villa El Salvador;70091040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 12 ; 12 ;
SAN JUAN;San Martí;Dos Acequias (Est. Los Angacos);70091020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 41 ; 41 ;
SAN JUAN;San Martí;Barrio Sadop;70091010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2 ; 2 ;
SAN JUAN;San Martí;Villa Dominguito (Est. Puntilla Blanca);70091050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2 ; 2 ;
SAN JUAN;Santa Lucí;Santa Lucí;70098010; 2.400 ; -   ; 11 ; 119 ; 15 ; -   ; -   ; 1.999 ; 4.544 ;
SAN JUAN;Santa Lucí;Alto de Sierra;70098010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 36 ; 36 ;
SAN JUAN;Sarmiento;Cañada Hond;70105010; -   ; -   ; -   ; 1 ; -   ; 2 ; -   ; 1 ; 4 ;
SAN JUAN;Sarmiento;Cienaguita;70105020; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 1 ; 2 ;
SAN JUAN;Sarmiento;Las Lagunas;70105060; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
SAN JUAN;Sarmiento;Los Berros;70105070; -   ; -   ; -   ; 2 ; -   ; -   ; -   ; 68 ; 70 ;
SAN JUAN;Sarmiento;Villa Media Agua;70105100; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 161 ; 162 ;
SAN JUAN;Sarmiento;Pedernal;70105080; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 11 ; 11 ;
SAN JUAN;Sarmiento;Divisadero;70105040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 11 ; 11 ;
SAN JUAN;Sarmiento;Guanacache;70105050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 8 ; 8 ;
SAN JUAN;Sarmiento;Punta del Médan;70105090; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 1 ;
SAN JUAN;Ullum;Villa Ibáñ;70112010; -   ; -   ; 1 ; -   ; -   ; -   ; -   ; 411 ; 412 ;
SAN JUAN;Valle Férti;Astica;70119010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 30 ; 30 ;
SAN JUAN;Valle Férti;OTROS;Sin Datos; -   ; -   ; -   ; -   ; 190 ; -   ; -   ; -   ; 190 ;
SAN JUAN;Valle Férti;Villa San Agustí;70119060; -   ; -   ; -   ; 1 ; -   ; 3 ; -   ; 260 ; 264 ;
SAN JUAN;Zonda;Villa Basilio Nievas;70133010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 351 ; 351 ;
SAN LUIS;Ayacucho;Candelaria;74007010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.034 ; 1.034 ;
SAN LUIS;Ayacucho;La Majada;74007010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 211 ; 211 ;
SAN LUIS;Ayacucho;Leandro N. Alem;74007030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 13 ; 13 ;
SAN LUIS;Ayacucho;Lujá;74007040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.125 ; 1.125 ;
SAN LUIS;Ayacucho;OTROS;Sin Datos; -   ; -   ; -   ; -   ; -   ; 3 ; -   ; -   ; 3 ;
SAN LUIS;Ayacucho;Quines;74007050; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 1.620 ; 1.621 ;
SAN LUIS;Ayacucho;Río Juan Góm;74007010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 72 ; 72 ;
SAN LUIS;Ayacucho;San Francisco del Monte de Oro;74007070; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.646 ; 1.646 ;
SAN LUIS;Ayacucho;San Miguel;74007070; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
SAN LUIS;Ayacucho;Pampa Grande;74007010; -   ; -   ; -   ; 2 ; -   ; -   ; -   ; -   ; 2 ;
SAN LUIS;Ayacucho;Lomas Blancas;74007010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 37 ; 37 ;
SAN LUIS;Belgrano;La Calera;74014010; -   ; -   ; -   ; 71 ; -   ; -   ; -   ; 349 ; 420 ;
SAN LUIS;Belgrano;Los Molles;74014010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 263 ; 263 ;
SAN LUIS;Belgrano;Nogol�;74014020; -   ; -   ; -   ; 108 ; -   ; -   ; -   ; 690 ; 798 ;
SAN LUIS;Belgrano;San Pedro;74014040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 25 ; 25 ;
SAN LUIS;Belgrano;Villa de la Quebrada;74014030; -   ; -   ; -   ; 137 ; -   ; -   ; -   ; 818 ; 955 ;
SAN LUIS;Belgrano;Villa General Roca;74014040; -   ; -   ; -   ; 22 ; -   ; -   ; -   ; 138 ; 160 ;
SAN LUIS;Chacabuco;Concará;74028010; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; 2.022 ; 2.024 ;
SAN LUIS;Chacabuco;Cortaderas;74028020; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; 1.007 ; 1.012 ;
SAN LUIS;Chacabuco;Naschel;74028030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.177 ; 1.177 ;
SAN LUIS;Chacabuco;Papagayos;74028040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 58 ; 58 ;
SAN LUIS;Chacabuco;Renca;74028050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 173 ; 173 ;
SAN LUIS;Chacabuco;San Pablo;74028060; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 85 ; 85 ;
SAN LUIS;Chacabuco;Tilisarao;74028070; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.715 ; 1.715 ;
SAN LUIS;Chacabuco;Villa del Carmen;74028080; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 394 ; 394 ;
SAN LUIS;Chacabuco;Villa Larca;74028090; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 634 ; 634 ;
SAN LUIS;Chacabuco;El Algarrobal;74028020; -   ; -   ; -   ; 3 ; -   ; -   ; -   ; -   ; 3 ;
SAN LUIS;Coronel Pringles;Carolina;74021010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 366 ; 366 ;
SAN LUIS;Coronel Pringles;El Trapiche;74021020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.828 ; 1.828 ;
SAN LUIS;Coronel Pringles;Fraga;74021030; -   ; -   ; -   ; 119 ; -   ; -   ; -   ; 478 ; 597 ;
SAN LUIS;Coronel Pringles;La Bajada;74021040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 64 ; 64 ;
SAN LUIS;Coronel Pringles;La Florida;74021050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 322 ; 322 ;
SAN LUIS;Coronel Pringles;La Toma;74021060; 100 ; -   ; -   ; -   ; -   ; -   ; -   ; 2.401 ; 2.501 ;
SAN LUIS;Coronel Pringles;OTROS;Sin Datos; -   ; -   ; -   ; -   ; -   ; 27 ; -   ; -   ; 27 ;
SAN LUIS;Coronel Pringles;Río Grand;74021080; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 214 ; 214 ;
SAN LUIS;Coronel Pringles;Saladillo;74021090; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 174 ; 175 ;
SAN LUIS;Coronel Pringles;El Durazno;74021060; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 77 ; 77 ;
SAN LUIS;General Pedernera;Juan Jorba;74035010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 131 ; 131 ;
SAN LUIS;General Pedernera;Juan Llerena;74035020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 124 ; 124 ;
SAN LUIS;General Pedernera;Justo Daract;74035030; 175 ; -   ; 4 ; -   ; -   ; -   ; -   ; 1.974 ; 2.153 ;
SAN LUIS;General Pedernera;La Punilla;74035040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 155 ; 155 ;
SAN LUIS;General Pedernera;Lavaisse;74035050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 66 ; 66 ;
SAN LUIS;General Pedernera;San José del Morr;74035060; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 209 ; 209 ;
SAN LUIS;General Pedernera;Villa Mercedes;74035070; 1.789 ; 24.733 ; 95 ; 276 ; 101 ; -   ; -   ; 11.698 ; 38.692 ;
SAN LUIS;General Pedernera;Villa Salles;74035090; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 23 ; 23 ;
SAN LUIS;General Pedernera;La Angelina;74035040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 16 ; 16 ;
SAN LUIS;Gobernador Dupuy;Anchorena;74042010; -   ; -   ; 1 ; -   ; -   ; -   ; -   ; 250 ; 251 ;
SAN LUIS;Gobernador Dupuy;Arizona;74042020; -   ; -   ; 3 ; -   ; -   ; -   ; -   ; 307 ; 310 ;
SAN LUIS;Gobernador Dupuy;Bagual;74042030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 70 ; 70 ;
SAN LUIS;Gobernador Dupuy;Batavia;74042040; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; 175 ; 177 ;
SAN LUIS;Gobernador Dupuy;Buena Esperanza;74042050; -   ; -   ; 1 ; -   ; -   ; 1 ; -   ; 999 ; 1.001 ;
SAN LUIS;Gobernador Dupuy;Fortín El Patri;74042060; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 154 ; 154 ;
SAN LUIS;Gobernador Dupuy;Fortuna;74042070; -   ; -   ; 1 ; -   ; -   ; -   ; -   ; 289 ; 290 ;
SAN LUIS;Gobernador Dupuy;La Maroma;74042080; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
SAN LUIS;Gobernador Dupuy;Martín de Loyol;74042100; -   ; -   ; -   ; -   ; -   ; 3 ; -   ; 45 ; 48 ;
SAN LUIS;Gobernador Dupuy;Nahuel Map�;74042110; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 27 ; 27 ;
SAN LUIS;Gobernador Dupuy;Navia;74042120; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; 121 ; 123 ;
SAN LUIS;Gobernador Dupuy;Nueva Galia;74042130; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 568 ; 568 ;
SAN LUIS;Gobernador Dupuy;Unió;74042140; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 845 ; 845 ;
SAN LUIS;Gobernador Dupuy;Los Overos;74042090; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ;
SAN LUIS;Juní;Carpinteria;74049010; 149 ; 10 ; -   ; -   ; -   ; -   ; -   ; 973 ; 1.132 ;
SAN LUIS;Juní;Cerro de Oro;74049020; 13 ; 14 ; -   ; 74 ; -   ; -   ; -   ; 289 ; 390 ;
SAN LUIS;Juní;Lafinur;74049030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 165 ; 165 ;
SAN LUIS;Juní;Los Cajones;74049040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 197 ; 197 ;
SAN LUIS;Juní;Los Molles;74049050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 596 ; 596 ;
SAN LUIS;Juní;Merlo;74049060; 722 ; 62 ; -   ; 926 ; -   ; -   ; -   ; 5.505 ; 7.215 ;
SAN LUIS;Juní;Santa Rosa del Conlara;74049070; 142 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.977 ; 2.119 ;
SAN LUIS;Juní;Talita;74049080; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; 253 ; 255 ;
SAN LUIS;La Capital;Alto Pelado;74056010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 79 ; 79 ;
SAN LUIS;La Capital;Alto Pencoso;74056020; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 97 ; 98 ;
SAN LUIS;La Capital;Balde;74056030; -   ; -   ; -   ; 1 ; -   ; 5 ; -   ; 236 ; 242 ;
SAN LUIS;La Capital;Beazley;74056040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 225 ; 225 ;
SAN LUIS;La Capital;Cazador;74056050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 49 ; 49 ;
SAN LUIS;La Capital;Chosmes;74056060; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 9 ; 9 ;
SAN LUIS;La Capital;Desaguadero;74056070; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 86 ; 87 ;
SAN LUIS;La Capital;El Volcá;74056080; -   ; 28 ; -   ; -   ; -   ; -   ; -   ; 1.296 ; 1.324 ;
SAN LUIS;La Capital;Jarilla;74056090; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 36 ; 36 ;
SAN LUIS;La Capital;Juana Koslay;74056100; 419 ; -   ; 2 ; 31 ; -   ; -   ; -   ; 3.541 ; 3.993 ;
SAN LUIS;La Capital;Potrero de los Funes;74056120; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 4.377 ; 4.377 ;
SAN LUIS;La Capital;Salinas del Bebedero;74056130; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 43 ; 43 ;
SAN LUIS;La Capital;San Jerónim;74056140; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 200 ; 200 ;
SAN LUIS;La Capital;San Luis;74056150; 2.773 ; 17.307 ; 84 ; 879 ; 84 ; 3 ; -   ; 20.490 ; 41.620 ;
SAN LUIS;La Capital;Zanjitas;74056160; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 100 ; 100 ;
SAN LUIS;La Capital;La Punta;74056105; -   ; 1.306 ; -   ; 630 ; -   ; -   ; -   ; -   ; 1.936 ;
SAN LUIS;La Capital;Las Barrancas;74056070; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 34 ; 35 ;
SAN LUIS;La Capital;Varela;74056140; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 24 ; 24 ;
SAN LUIS;Libertador Grl. San Martí;La Ramada;74063020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 22 ; 22 ;
SAN LUIS;Libertador Grl. San Martí;La Vertiente;74063010; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; 49 ; 51 ;
SAN LUIS;Libertador Grl. San Martí;Las Aguadas;74063020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 59 ; 59 ;
SAN LUIS;Libertador Grl. San Martí;Las Chacras;74063030; -   ; -   ; -   ; -   ; -   ; 5 ; -   ; 68 ; 73 ;
SAN LUIS;Libertador Grl. San Martí;Las Lagunas;74063040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 52 ; 52 ;
SAN LUIS;Libertador Grl. San Martí;Paso Grande;74063050; -   ; -   ; -   ; 47 ; -   ; -   ; -   ; 283 ; 330 ;
